Session,name,hemi,ch,type,Kurtosis,FF,Burstiness,BI,LV,FR
Before,505,Right,3,Burst,-0.94482,-1.3978,-1.2476,-0.81332,-0.89169,-0.7112
Before,505,Right,3,Burst,-0.36401,2.1717,1.546,-0.52927,1.3542,-0.74969
Before,506,Left,1,Burst,0.20495,0.25614,0.4974,0.61786,0.45983,1.4484
Before,506,Left,1,Burst,2.2864,1.6031,1.3667,2.3897,1.7159,-0.65338
Before,506,Left,1,Burst,-0.084852,0.70789,0.17317,-0.16559,1.4196,-0.83173
Before,506,Left,2,Burst,-0.054951,0.84202,0.86612,0.09309,0.18684,-0.35712
Before,506,Left,2,Burst,1.4215,1.3269,1.0686,0.97034,0.59279,-0.52073
Before,506,Right,2,Burst,0.77215,1.9468,1.7561,1.3913,1.2095,-0.70939
Before,506,Right,3,Burst,0.40968,0.99906,0.93212,0.69277,0.54715,0.71011
Before,506,Right,3,Burst,0.83865,-0.50523,0.21021,-0.092284,-2.3041,-0.5943
Before,506,Right,3,Burst,-0.84136,-0.25435,-0.46755,-0.70654,0.79279,-0.88127
Before,507,Left,3,Burst,0.75456,1.2245,1.4273,1.2669,0.89322,1.4145
Before,507,Right,4,Burst,-0.43036,0.67899,0.50906,0.11775,0.21879,-0.095104
Before,508,Right,2,Burst,-0.32627,1.8641,1.4409,0.49019,1.4025,-0.73968
Before,509,Left,3,Burst,3.6933,2.2775,2.8106,4.0399,-0.15371,1.1717
Before,509,Left,3,Burst,1.1809,0.84481,1.4656,0.98453,-0.47164,-0.589
Before,509,Right,1,Burst,1.0854,0.80136,1.1059,1.237,0.17463,1.8967
Before,509,Right,2,Burst,-0.68154,0.65832,0.23188,-0.36369,1.1148,0.10971
Before,509,Right,2,Burst,-0.903,-3.1466,-2.7881,-1.6097,-2.1017,-1.1359
Before,509,Right,2,Burst,-1.1217,-2.1443,-2.2099,-1.5654,0.074426,-1.332
Before,510,Left,1,Burst,0.13967,0.39125,0.41029,0.50474,0.61731,1.9366
Before,510,Left,2,Burst,1.4617,1.8675,1.6298,2.2499,-0.204,1.3539
Before,510,Left,2,Burst,1.4771,1.3006,1.564,1.7522,-0.77963,-0.083747
Before,510,Left,2,Burst,-0.60016,-0.61796,-0.34511,-0.75583,-0.34384,-0.89189
Before,510,Left,2,Burst,0.23906,-0.046869,-0.079199,-0.20267,-0.71759,-1.0018
Before,510,Right,2,Burst,0.88193,1.1691,1.2762,1.5061,1.1211,-0.011692
Before,510,Right,2,Burst,-0.70718,0.33197,0.30333,-0.058489,1.2705,-0.85187
Before,510,Right,3,Burst,1.0337,0.86868,1.3075,1.9179,0.1726,1.4248
Before,510,Right,3,Burst,0.089311,2.2625,1.6649,-0.18712,1.4698,-1.0022
Before,510,Right,3,Burst,-0.44417,0.030154,0.071167,-0.23466,-0.098444,-0.31736
Before,511,Right,1,Burst,1.3599,2.0524,2.4739,1.4959,0.41269,-0.021128
Before,512,Left,1,Burst,2.3543,1.4111,2.0709,3.1769,0.21488,2.61
Before,512,Left,1,Burst,-0.77135,-0.72345,-0.77634,-0.86879,-0.37204,-0.94089
Before,512,Left,4,Burst,1.533,3.1155,2.6852,0.65669,-0.30068,-0.80872
Before,512,Right,1,Burst,0.44389,0.59998,0.82372,1.3064,0.90385,2.3017
Before,512,Right,1,Burst,-0.58569,-1.3903,-1.6067,-1.2259,-1.0582,-0.76761
Before,512,Right,1,Burst,-0.73246,-1.035,-1.1965,-1.0971,-0.8102,-0.61954
Before,512,Right,3,Burst,0.26548,0.55691,0.669,0.89509,0.46487,1.17
Before,512,Right,3,Burst,-0.016636,-0.72528,-0.48711,-0.63976,-1.752,-0.3657
Before,512,Right,3,Burst,1.0318,1.1768,1.3475,0.72,0.83646,-1.0595
Before,512,Right,4,Burst,0.12813,1.0881,0.99591,1.5426,1.4122,-0.14359
Before,513,Left,4,Burst,-0.3067,-0.47422,-0.36582,-0.44164,-0.27122,0.25286
Before,513,Left,4,Burst,0.51669,0.53076,1.0457,0.86638,-1.9795,-0.0053401
Before,513,Left,4,Burst,-0.36379,1.1237,0.72855,0.15359,0.20578,-0.20157
Before,513,Left,4,Burst,-0.12635,0.79122,0.82563,0.32733,-1.0305,-0.66375
Before,514,Right,3,Burst,2.2887,2.3132,2.436,3.0593,0.41613,2.0537
Before,514,Right,3,Burst,0.36348,0.64917,0.73849,0.67718,-0.22888,0.8857
Before,515,Left,2,Burst,0.17433,0.42914,0.83709,0.7173,0.83785,1.7096
Before,515,Left,2,Burst,-0.47709,0.11796,0.11374,-0.81704,0.27773,-1.284
Before,515,Right,4,Burst,1.9217,1.4637,1.9968,1.7665,0.34176,1.8575
Before,515,Right,4,Burst,-0.74661,0.19769,-0.030523,-0.5543,1.201,-1.1796
Before,516,Left,1,Burst,1.0628,0.96779,1.2311,1.317,1.646,1.7947
Before,516,Left,3,Burst,2.6302,1.0113,1.5336,1.7306,-0.62316,2.16
Before,516,Left,3,Burst,2.1321,1.4908,1.5899,1.1391,-0.69229,-0.026421
Before,516,Right,2,Burst,-0.77004,0.055127,0.17593,0.10879,-0.0263,0.33753
Before,516,Right,2,Burst,-0.2241,1.3669,1.0583,-0.061109,2.6607,-0.69874
Before,516,Right,3,Burst,1.1718,0.35091,0.81521,0.94826,-0.13771,2.6463
Before,516,Right,3,Burst,-0.83311,-0.22769,-0.32436,-0.59305,0.050577,-0.66144
Before,501,Left,1,Non-burst,-0.54536,-0.63274,-0.73273,-0.70554,-0.35631,-0.53132
Before,501,Left,2,Non-burst,-0.5485,-0.40381,-0.42939,-0.5912,0.68081,-0.39743
Before,501,Left,2,Non-burst,-0.57249,-0.39215,-0.53927,-0.76197,0.6314,-0.65565
Before,501,Right,1,Non-burst,2.5775,1.6648,2.0522,2.5827,-0.56568,2.0214
Before,501,Right,1,Non-burst,0.54091,0.24551,0.38702,-0.27834,-0.62738,-0.42918
Before,501,Right,2,Non-burst,-0.502,-0.86091,-0.11552,-0.51443,0.41005,-0.17499
Before,501,Right,2,Non-burst,-0.71182,1.7852,1.4473,0.085602,0.039164,-1.0483
Before,501,Right,3,Non-burst,-0.45723,-0.50321,0.08683,-0.64107,0.44477,-0.53346
Before,501,Right,4,Non-burst,-0.33029,-1.0581,-0.52962,-0.70514,-1.9941,0.23561
Before,502,Left,1,Non-burst,-0.56261,-1.1942,-1.2824,-1.0066,0.073092,-0.84101
Before,502,Left,3,Non-burst,-0.56671,-0.22448,-0.29199,-0.4672,-0.25461,-0.34826
Before,502,Right,2,Non-burst,-0.77487,-0.5523,-0.57594,-0.71271,1.5195,-0.80649
Before,502,Right,4,Non-burst,-0.74373,-0.94159,-0.82207,-0.61395,-0.054141,-0.13296
Before,503,Left,4,Non-burst,-0.58616,-0.19815,-0.31673,-0.42773,0.72779,-0.01771
Before,503,Left,4,Non-burst,-0.81805,-0.82443,-0.87738,-0.66336,-0.084676,-0.24153
Before,503,Right,1,Non-burst,-0.4921,0.29709,0.0064763,-0.58288,0.95219,-0.81619
Before,503,Right,2,Non-burst,-0.83493,-0.31847,-0.49134,-0.63386,1.1554,-0.54089
Before,503,Right,3,Non-burst,-0.7723,-1.6497,-1.3942,-0.74649,-1.1209,0.56265
Before,504,Left,2,Non-burst,-0.78387,-0.90717,-0.45101,-0.8051,-2.125,-0.86502
Before,504,Right,1,Non-burst,-0.83019,-0.83653,-0.61143,-0.75329,0.039064,-0.69166
Before,504,Right,2,Non-burst,-0.88568,0.029867,-0.095969,-0.59684,1.0484,-0.52078
Before,504,Right,4,Non-burst,0.034419,-0.21597,0.093703,0.1218,0.5338,1.3825
Before,505,Left,1,Non-burst,0.021592,1.0645,0.82327,0.74917,1.0373,1.4118
Before,505,Left,1,Non-burst,-0.46931,-0.88191,-0.81251,-0.60276,-0.36189,-0.44586
Before,505,Left,2,Non-burst,-0.506,-1.2944,-1.0955,-0.66768,-0.78482,-0.47118
Before,505,Left,2,Non-burst,-0.3955,1.1098,0.50609,-0.1145,1.8503,-0.62308
Before,505,Left,3,Non-burst,-0.32215,-1.699,-1.2142,-0.64726,-1.4476,-0.18002
Before,505,Left,3,Non-burst,-0.598,0.54461,0.16906,-0.38428,1.2182,-0.30028
Before,505,Right,1,Non-burst,-0.92495,0.36832,0.23851,-0.44099,0.21961,-0.616
Before,505,Right,2,Non-burst,-0.47529,0.41522,0.36594,-0.095359,0.85003,-0.058992
Before,505,Right,2,Non-burst,0.31639,-0.33763,-0.10047,-0.01904,-1.7604,-0.19875
Before,505,Right,4,Non-burst,-0.59666,-0.046294,-0.080523,-0.49337,0.46294,-0.58157
Before,506,Left,3,Non-burst,-1.3218,-1.0938,-0.99293,-1.3032,-0.16135,-1.013
Before,506,Left,4,Non-burst,-0.48512,-1.4279,-1.3058,-1.1324,-1.9619,0.0054678
Before,506,Left,4,Non-burst,-1.0087,-2.1491,-2.0565,-1.3481,-2.4448,-0.3866
Before,506,Left,4,Non-burst,-1.4356,-0.9737,-1.0588,-1.1579,-0.2051,-0.68286
Before,506,Right,1,Non-burst,3.0766,-1.825,0.089742,-0.48936,-2.0976,1.858
Before,506,Right,4,Non-burst,-0.74869,-0.11487,-0.24756,-0.51272,0.48116,-0.42089
Before,506,Right,4,Non-burst,-0.78082,-1.3914,-1.4394,-0.84229,-1.4655,-0.72781
Before,507,Left,1,Non-burst,-0.47507,0.3378,0.27139,0.044904,0.66109,0.21806
Before,507,Left,1,Non-burst,0.32313,-2.069,-1.8129,-1.0004,-2.3153,-0.044938
Before,507,Left,1,Non-burst,-0.95475,-1.5536,-1.655,-1.0055,-1.9243,-1.2995
Before,507,Left,2,Non-burst,-1.0334,-0.14612,-0.37214,-0.63017,0.62096,-1.0042
Before,507,Left,2,Non-burst,-0.73689,-0.24209,-0.45486,-0.76405,0.79951,-1.2629
Before,507,Left,4,Non-burst,0.30352,0.66618,0.6683,0.4573,1.0658,1.0415
Before,507,Left,4,Non-burst,-0.37384,-2.272,-1.9663,-1.0158,-2.3367,-0.53212
Before,507,Right,1,Non-burst,0.23684,0.075623,0.18391,0.2398,0.079989,0.929
Before,507,Right,1,Non-burst,-1.4688,-1.3327,-1.3235,-1.1547,-0.59178,-1.1067
Before,507,Right,2,Non-burst,-0.58139,-0.29574,-0.32056,-0.51848,0.40353,-0.28838
Before,507,Right,2,Non-burst,-1.0441,-0.044488,-0.60705,-1.0666,0.17105,-1.2773
Before,508,Left,1,Non-burst,-0.46531,-0.70978,-0.57744,-0.52659,-1.6356,-0.59438
Before,508,Left,2,Non-burst,-0.43679,-0.93407,-0.99907,-0.57101,-0.18507,-0.32267
Before,508,Left,3,Non-burst,-0.35358,-0.22648,-0.11561,-0.3365,0.041277,-0.25915
Before,508,Left,4,Non-burst,-0.33162,-0.45062,-0.49056,-0.35954,-1.2203,-0.082714
Before,508,Right,1,Non-burst,-0.72979,-0.74238,-0.97897,-1.0829,-0.76954,-0.89271
Before,508,Right,1,Non-burst,-0.62601,0.78743,0.20677,-0.67904,-0.65817,-0.85577
Before,508,Right,3,Non-burst,-0.6218,0.30293,0.32968,-0.59241,1.1079,-0.73704
Before,508,Right,4,Non-burst,0.81933,0.15804,0.31136,0.24938,-0.4284,1.0782
Before,509,Left,1,Non-burst,-0.92067,-0.93751,-0.90712,-0.93057,0.24469,-0.99811
Before,509,Left,2,Non-burst,-0.69116,-0.0044624,-0.57907,-0.84456,1.8142,-1.0614
Before,509,Left,4,Non-burst,-0.41962,0.12151,0.13639,-0.32758,0.092033,-0.63195
Before,509,Left,4,Non-burst,0.88041,-3.1448,-2.07,-1.0632,-2.4607,-0.67037
Before,509,Left,4,Non-burst,-0.86284,-0.2218,-0.2887,-0.68234,0.43114,-0.88058
Before,509,Left,4,Non-burst,1.2315,-2.3644,-2.0737,-1.0761,-2.3144,-0.94161
Before,509,Right,3,Non-burst,-1.2759,-0.80153,-0.90173,-1.293,1.0305,-1.169
Before,509,Right,4,Non-burst,1.8086,-0.79627,0.20768,0.24393,-2.2016,-0.22724
Before,509,Right,4,Non-burst,-0.80833,-0.20213,-0.47885,-0.69633,0.32664,-0.39019
Before,509,Right,4,Non-burst,-0.41293,-0.13306,-0.59321,-0.99244,-0.09613,-1.2326
Before,510,Right,1,Non-burst,-1.0083,-0.34931,-0.37109,-0.79508,0.90318,-0.85855
Before,510,Right,4,Non-burst,-0.36899,-0.63978,-0.71019,-0.55971,-0.78403,0.42927
Before,510,Right,4,Non-burst,-0.56761,-0.30921,-0.33417,-0.37071,0.10658,0.22215
Before,511,Left,1,Non-burst,-0.55352,-0.17317,-0.28241,-0.52289,0.32458,-0.26905
Before,511,Left,2,Non-burst,-0.24847,0.18475,0.038158,-0.37536,0.50284,-0.23811
Before,511,Left,2,Non-burst,-0.77635,-0.15831,-0.29968,-0.77254,0.41398,-1.2167
Before,511,Left,3,Non-burst,-0.35538,0.4064,0.39308,-0.1069,0.62228,-0.089195
Before,511,Left,4,Non-burst,-0.57571,0.27209,0.13781,-0.2288,0.17932,-0.35801
Before,511,Right,2,Non-burst,-0.55488,-0.3452,-0.35094,-0.37699,0.21596,-0.1999
Before,511,Right,3,Non-burst,-0.0021173,-1.5678,-1.4735,-1.0443,-0.9344,-0.76404
Before,511,Right,4,Non-burst,-1.1644,-0.7576,-0.31604,-0.86412,-0.13232,-0.92295
Before,512,Left,2,Non-burst,-0.050701,0.07265,0.27638,-0.022333,0.13057,0.35125
Before,512,Left,2,Non-burst,-0.22079,-0.32744,-0.25387,-0.41142,-1.6361,-0.60947
Before,512,Left,2,Non-burst,-0.48392,-1.2154,-1.0885,-0.80663,-1.304,-1.0257
Before,512,Left,3,Non-burst,-0.63267,-0.37573,-0.31006,-0.76336,-0.017565,-0.88763
Before,512,Right,2,Non-burst,-0.52137,-0.56511,-0.71608,-0.73749,-0.48348,0.45505
Before,512,Right,2,Non-burst,-0.6311,0.21942,-0.058758,-0.50133,0.62914,-0.48839
Before,513,Left,2,Non-burst,-0.66832,-1.4379,-1.1092,-1.0246,-0.41018,-0.59146
Before,513,Left,3,Non-burst,-0.75828,-1.2776,-0.86552,-1.099,0.37457,-1.0123
Before,513,Right,1,Non-burst,-0.80367,-0.74461,-0.66455,-0.72718,0.051352,-0.74404
Before,513,Right,2,Non-burst,-0.87419,-0.35936,-0.51478,-0.91744,-0.32307,-1.1098
Before,514,Right,1,Non-burst,1.2852,-0.88094,-0.52575,-0.49388,-1.6925,0.58949
Before,514,Right,1,Non-burst,-0.78673,-0.16647,-0.22902,-0.17969,0.60197,-0.27747
Before,514,Right,4,Non-burst,0.23956,0.26407,0.2854,0.086316,-0.24645,0.030783
Before,515,Left,1,Non-burst,1.0259,-1.8022,-0.11485,-0.47878,-2.1518,1.8491
Before,515,Left,3,Non-burst,0.007075,-0.51551,-0.44462,-0.52019,-0.98308,-0.47272
Before,515,Left,3,Non-burst,-0.43291,-0.2664,-0.32511,-0.7819,0.87311,-1.2015
Before,515,Left,4,Non-burst,-0.046346,-1.1269,-1.0402,-0.85421,-1.5194,-0.42557
Before,515,Left,4,Non-burst,-0.52557,-0.23754,-0.38755,-0.81125,0.25543,-1.225
Before,515,Right,1,Non-burst,-0.20202,-2.2163,-1.6311,-0.91548,-2.2425,-0.31715
Before,515,Right,1,Non-burst,-0.68264,-0.12388,-0.27699,-0.49324,0.85011,-0.76129
Before,515,Right,2,Non-burst,-0.14381,1.2521,0.92376,0.40357,0.93447,0.12145
Before,515,Right,3,Non-burst,-0.44468,0.59888,0.25942,-0.17013,0.74903,-0.22501
Before,516,Left,2,Non-burst,-0.60898,-0.9995,-0.96603,-0.95056,-0.86451,-0.78913
Before,516,Left,4,Non-burst,0.11442,0.41534,0.44141,0.3578,1.1471,1.0094
Before,516,Left,4,Non-burst,-0.94748,-1.4659,-1.0786,-1.0605,-2.2697,-1.0509
Before,516,Right,1,Non-burst,-0.87473,-0.80492,-0.91459,-0.71795,-0.23142,-0.58268
Before,516,Right,4,Non-burst,-0.30517,-1.3947,-1.3735,-0.73457,-1.3828,1.7013
D-1V,501,Left,3,Burst,-0.1968,0.35507,0.41982,0.018736,0.095346,0.24653
D-1V,501,Left,3,Burst,0.41048,0.23456,1.3117,1.4657,-0.58038,-0.40699
D-1V,501,Left,3,Burst,0.84644,0.74203,1.4128,1.2506,-0.25622,-0.42293
D-1V,501,Left,3,Burst,-0.37425,-0.24022,-0.65793,-0.70663,0.053671,-0.78954
D-1V,502,Left,2,Burst,1.197,0.61466,1.1092,2.6288,0.40901,2.5939
D-1V,502,Left,2,Burst,0.31431,0.2831,0.55455,1.1151,0.87207,1.7424
D-1V,502,Left,4,Burst,0.072101,0.30096,0.40341,0.72655,0.77721,1.1571
D-1V,502,Left,4,Burst,-0.10352,0.22416,0.13255,0.45913,1.0548,0.93864
D-1V,502,Right,1,Burst,-0.38261,0.045076,-0.3027,-0.042332,0.48255,0.7128
D-1V,502,Right,1,Burst,-0.59738,-0.12886,-0.58089,-0.45665,0.37177,-0.064508
D-1V,503,Left,1,Burst,-0.55956,0.20111,-0.16878,-0.0063661,1.2148,0.84524
D-1V,503,Left,1,Burst,-0.56839,0.046594,-0.23344,-0.39066,0.97348,0.039489
D-1V,503,Left,1,Burst,-0.3444,-0.34675,-0.42177,-0.37555,-0.32588,-0.54493
D-1V,504,Left,1,Burst,1.3142,0.90246,0.93681,1.3822,0.66647,1.9445
D-1V,504,Left,1,Burst,-0.58041,-0.048252,-0.41303,-0.16862,0.091732,0.17681
D-1V,504,Left,3,Burst,-0.54182,-0.15209,-0.33953,-0.25771,0.63976,0.20171
D-1V,504,Left,3,Burst,-0.67421,-0.35651,-0.4908,-0.47398,0.35964,-0.24643
D-1V,504,Left,3,Burst,1.9621,1.0354,1.2157,1.0977,-0.75594,-0.010873
D-1V,504,Right,3,Burst,2.4031,1.35,1.7899,3.3388,0.75682,3.3388
D-1V,504,Right,3,Burst,0.10244,0.47012,0.17492,0.50765,1.0247,0.62236
D-1V,505,Right,3,Burst,1.6619,1.3219,1.5972,2.2437,1.197,2.6066
D-1V,505,Right,3,Burst,-0.69105,-0.62785,-0.92816,-0.50294,-0.17555,0.03418
D-1V,506,Left,1,Burst,0.059441,-0.17921,0.07578,0.078987,-0.011202,1.1242
D-1V,506,Left,1,Burst,-0.30973,-0.10006,-0.36507,0.059565,-0.6175,0.54493
D-1V,506,Left,1,Burst,0.16316,0.8435,0.45341,-0.16862,0.60433,-0.6298
D-1V,506,Left,2,Burst,-0.80982,-0.77243,-0.81655,-0.83085,-0.79706,-0.13013
D-1V,506,Left,2,Burst,-1.1749,-1.1053,-1.8971,-1.0598,-1.271,-0.4824
D-1V,506,Right,2,Burst,-0.66405,-0.25928,-0.59343,-0.51213,0.41796,-0.40094
D-1V,509,Left,3,Burst,0.49111,0.99769,1.2631,0.93997,0.016268,0.99093
D-1V,509,Left,3,Burst,-0.91275,0.059382,-0.14733,-0.55119,1.2486,-0.67942
D-1V,509,Right,1,Burst,-0.21919,1.1213,0.36397,0.88025,1.2064,1.22
D-1V,509,Right,1,Burst,-0.78256,-0.00067136,-0.5732,-0.36909,1.2461,0.4439
D-1V,509,Right,1,Burst,1.2291,1.0519,1.5224,1.8213,-0.6825,-0.45096
D-1V,509,Right,1,Burst,-0.38051,-0.44854,-0.60264,-0.76616,-1.1069,-0.72438
D-1V,509,Right,2,Burst,0.038656,0.50608,-0.20633,0.97154,0.29472,1.0101
D-1V,509,Right,2,Burst,-0.58345,0.11541,-0.22492,-0.19636,0.73126,0.8499
D-1V,510,Left,1,Burst,0.18035,0.10359,0.18586,0.20023,0.41324,1.8294
D-1V,510,Left,1,Burst,-0.69649,-0.79787,-0.94243,-0.62663,0.57215,0.67492
D-1V,510,Left,2,Burst,-0.58081,0.20965,-0.32251,-0.089857,0.97309,0.1554
D-1V,510,Left,2,Burst,0.089161,0.98436,0.93589,0.44601,0.13481,-0.24043
D-1V,511,Right,1,Burst,0.55398,1.1731,0.07118,2.428,0.50806,1.9255
D-1V,511,Right,1,Burst,0.18933,0.95554,0.74585,1.1885,0.51238,0.98399
D-1V,512,Left,1,Burst,0.27409,0.43338,0.39398,0.57658,0.60447,0.95293
D-1V,512,Left,1,Burst,-0.020143,0.46081,0.32769,0.65859,0.63533,0.59784
D-1V,515,Left,2,Burst,0.55869,1.0693,1.5262,2.3686,0.91589,2.5346
D-1V,515,Left,2,Burst,-0.20446,0.5591,0.32987,0.35558,1.0551,0.58015
D-1V,516,Left,1,Burst,0.99245,1.1721,1.2666,1.6808,1.4843,1.8549
D-1V,516,Left,1,Burst,1.1631,0.94314,0.51617,1.7299,-0.09338,1.6666
D-1V,516,Left,3,Burst,0.58805,1.2908,1.0595,1.3743,2.0414,1.4406
D-1V,516,Left,3,Burst,0.24802,1.063,0.78651,1.2,1.4658,1.2692
D-1V,516,Right,2,Burst,-0.75004,-0.46286,-0.49781,-0.4176,-0.060395,-0.072835
D-1V,501,Left,1,Non-burst,-0.47877,-0.075354,-0.19307,-0.10847,1.0332,1.0212
D-1V,501,Left,1,Non-burst,-0.36703,-0.60649,-1.0667,-0.60493,0.037195,-0.034005
D-1V,501,Left,2,Non-burst,-0.36576,-0.18346,-0.55425,-0.24152,0.5214,0.79486
D-1V,501,Left,2,Non-burst,-0.41194,-0.54174,-1.1024,-0.63381,0.032153,-0.059508
D-1V,501,Left,4,Non-burst,-0.46574,-0.54739,-0.85624,-0.70692,0.20291,-0.3528
D-1V,501,Left,4,Non-burst,-0.54272,-0.62772,-1.1428,-0.72332,-0.090627,-0.52176
D-1V,501,Right,1,Non-burst,-0.41059,-0.1952,0.099165,-0.22464,0.46167,-0.40962
D-1V,501,Right,2,Non-burst,0.67148,0.11687,-1.4518,1.0171,-0.93701,1.5847
D-1V,501,Right,2,Non-burst,0.22436,0.32729,-0.51018,0.70078,-0.71108,1.2328
D-1V,501,Right,3,Non-burst,-0.2501,0.35764,0.10149,0.43762,1.1419,1.3305
D-1V,501,Right,3,Non-burst,-0.3817,-0.83944,-1.1432,-0.97444,-0.60202,-0.63122
D-1V,501,Right,4,Non-burst,-0.66795,-0.58572,-1.5548,-0.18303,-1.1996,-0.31838
D-1V,502,Left,1,Non-burst,-0.45337,-0.20481,-0.35732,-0.20347,1.1365,0.43473
D-1V,502,Left,1,Non-burst,-0.60207,-0.23674,-0.40335,-0.3516,1.427,0.020111
D-1V,502,Left,3,Non-burst,-0.5544,-0.33442,-0.44414,-0.39205,0.60784,0.12057
D-1V,503,Left,2,Non-burst,1.4721,1.4531,1.7518,1.9399,-0.099442,0.95964
D-1V,503,Left,2,Non-burst,-0.84276,-0.79083,-0.99541,-0.73035,0.012547,-0.91548
D-1V,503,Right,1,Non-burst,2.7284,1.1044,1.1223,2.3628,-0.12516,2.7341
D-1V,503,Right,1,Non-burst,1.6202,1.4424,1.4582,2.0559,0.75585,2.7294
D-1V,504,Left,2,Non-burst,0.97683,0.93288,0.89981,1.3809,1.0188,2.0402
D-1V,504,Left,2,Non-burst,-0.36657,0.38148,0.13985,0.21782,1.1099,0.60197
D-1V,504,Left,2,Non-burst,0.36386,-0.090521,-0.37976,0.20312,-0.98137,1.0616
D-1V,504,Right,1,Non-burst,0.31201,0.97721,0.62816,0.87252,1.4707,1.3314
D-1V,504,Right,1,Non-burst,1.0351,1.2763,1.1494,0.99249,0.56892,0.62826
D-1V,504,Right,1,Non-burst,0.45727,-0.37301,0.21834,-0.46655,-0.30652,-0.80951
D-1V,504,Right,2,Non-burst,1.6959,1.4874,1.6316,2.6514,1.2512,3.001
D-1V,504,Right,2,Non-burst,0.77511,0.68409,0.91192,1.2437,0.82508,2.1033
D-1V,504,Right,4,Non-burst,0.08755,0.71971,0.50633,0.64099,1.0981,1.2509
D-1V,504,Right,4,Non-burst,-0.53875,0.27243,0.053129,0.050365,1.2049,0.59683
D-1V,504,Right,4,Non-burst,-0.39018,-1.7607,-1.5124,-0.89358,-2.0164,-0.082771
D-1V,505,Right,1,Non-burst,0.64297,0.36689,0.47624,0.82856,0.30086,1.8632
D-1V,505,Right,1,Non-burst,-0.60166,-0.21601,-0.56703,-0.15755,0.45567,0.2104
D-1V,505,Right,2,Non-burst,2.43,1.7867,2.0417,2.8884,1.3712,2.639
D-1V,505,Right,2,Non-burst,1.866,1.3536,1.4383,2.4777,0.93476,2.5498
D-1V,506,Right,1,Non-burst,-0.67702,0.056525,-0.20035,-0.32925,0.49849,-0.34723
D-1V,507,Left,1,Non-burst,1.8998,1.048,1.1711,2.3428,0.31225,2.3242
D-1V,507,Left,1,Non-burst,0.80702,1.2219,0.84378,1.0154,0.46942,0.14692
D-1V,507,Left,2,Non-burst,4.0536,1.6999,2.0201,3.4469,0.48557,1.7055
D-1V,507,Left,2,Non-burst,1.3013,1.3389,1.2432,1.9935,0.69271,1.6128
D-1V,507,Right,1,Non-burst,1.0314,0.90538,0.95009,1.6367,0.91149,1.7975
D-1V,507,Right,2,Non-burst,0.5802,0.88089,0.68203,1.4988,0.89151,1.6017
